Matt Ball,Claire Underwood
Jonathan Walsh,Lisa Simpson
Harry Simpson,Lisa Simpson
Lauren Payne,Claire Underwood
Penelope Duncan,Lisa Simpson
Carolyn Jones,David Palmer
Evan Clark,Claire Underwood
Molly Wilson,Claire Underwood
Joan Ball,Josiah Bartlet
Nicola Wilkins,Claire Underwood
Olivia Dickens,David Palmer
Jack Nolan,Claire Underwood
Owen Vaughan,Lisa Simpson
Jennifer Buckland,Josiah Bartlet
Tim Payne,Lisa Simpson
Carl Short,Claire Underwood
Austin Hill,Claire Underwood
Angela Edmunds,Lisa Simpson
Maria Ross,David Palmer
Ava Rees,Claire Underwood
Amelia MacLeod,David Palmer
Neil Mackenzie,Claire Underwood
Jessica Piper,David Palmer
Neil Baker,Josiah Bartlet
Gavin Jackson,Claire Underwood
Warren Hamilton,Claire Underwood
Grace Bailey,David Palmer
Sally Simpson,David Palmer
Ian Vaughan,David Palmer
Jan May,Josiah Bartlet
Melanie Kelly,David Palmer
Sam White,Lisa Simpson
Paul Forsyth,Josiah Bartlet
Carol May,Josiah Bartlet
Colin Brown,Claire Underwood
Lucas Wilson,Josiah Bartlet
Jasmine Rees,Claire Underwood
Anne McDonald,David Palmer
Peter Pullman,Lisa Simpson
Wanda Thomson,Claire Underwood
Simon Watson,Josiah Bartlet
Diana Peake,David Palmer
Stewart Hughes,David Palmer
Isaac McDonald,Josiah Bartlet
Victoria Dowd,Claire Underwood
Richard Nixon,Richard Nixon
Alexander Morrison,David Palmer
Rebecca Sanderson,Claire Underwood
Gavin Rutherford,Josiah Bartlet
Cameron Fisher,Josiah Bartlet
Dan Hardacre,Josiah Bartlet
Julia Chapman,Lisa Simpson
Alison Churchill,Claire Underwood
Andrew MacLeod,Lisa Simpson
Andrew Berry,David Palmer
Caroline Vance,Claire Underwood
Sam Davidson,David Palmer
Joshua Harris,Lisa Simpson
Tracey Langdon,Josiah Bartlet
Melanie Turner,Lisa Simpson
Owen Coleman,David Palmer
Emily Mills,David Palmer
Ella Hamilton,David Palmer
Richard Hamilton,David Palmer
Isaac McGrath,Claire Underwood
Angela Metcalfe,Claire Underwood
Nicola Blake,Lisa Simpson
Amy Sanderson,Lisa Simpson
Natalie McLean,Josiah Bartlet
Stephen Carr,David Palmer
Brandon Hunter,Lisa Simpson
Keith Forsyth,Lisa Simpson
Trevor Johnston,David Palmer
Christopher Taylor,Josiah Bartlet
Kimberly Simpson,David Palmer
Anne Hill,Claire Underwood
Julia Smith,Lisa Simpson
Sean Jackson,Lisa Simpson
Blake Hudson,David Palmer
Michael Sharp,Josiah Bartlet
Eric Berry,Josiah Bartlet
Simon Henderson,Claire Underwood
Anne Mackay,Lisa Simpson
Stephanie Manning,Claire Underwood
Deirdre Wilson,David Palmer
Jacob Hodges,David Palmer
Leah Miller,David Palmer
Lauren Hunter,Lisa Simpson
Sebastian Fraser,David Palmer
Blake Grant,Claire Underwood
Blake Russell,Lisa Simpson
Edward Piper,Claire Underwood
Colin Marshall,Josiah Bartlet
Leah Chapman,David Palmer
Peter Sharp,Josiah Bartlet
Carl Mackenzie,Lisa Simpson
Victoria Nash,Lisa Simpson
Jennifer Bower,Josiah Bartlet
Sam Parr,Lisa Simpson
Hannah Avery,Josiah Bartlet
Max Davidson,David Palmer
Amanda Powell,Lisa Simpson
Harry Skinner,Josiah Bartlet
Wanda Underwood,Lisa Simpson
Julian Quinn,Josiah Bartlet
Lucas Gibson,Claire Underwood
Anna Thomson,Claire Underwood
Bella Grant,Lisa Simpson
Sean Ross,Claire Underwood
Victoria Morgan,Lisa Simpson
Lucas McGrath,Josiah Bartlet
Richard Nixon,Richard Nixon
Adam Allan,Claire Underwood
Kevin Walsh,Claire Underwood
Keith Powell,Josiah Bartlet
Sean Mathis,David Palmer
Robert Lyman,Josiah Bartlet
Sally Arnold,David Palmer
Audrey Butler,Lisa Simpson
Joanne Rutherford,Josiah Bartlet
Rose Kerr,Lisa Simpson
Deirdre Springer,Claire Underwood
Jasmine Slater,Josiah Bartlet
Lillian Jackson,Claire Underwood
Austin Mathis,Lisa Simpson
Sue Jackson,David Palmer
Jan Powell,Claire Underwood
Una Wilkins,Lisa Simpson
Justin Ball,David Palmer
Joe Rees,Lisa Simpson
Gordon Nolan,Lisa Simpson
Simon Greene,Claire Underwood
Trevor Murray,David Palmer
Nicholas Chapman,Lisa Simpson
Wanda Rampling,Lisa Simpson
Ian Underwood,David Palmer
Jack Blake,Lisa Simpson
Sam Fraser,Claire Underwood
Leah Sharp,Lisa Simpson
Richard Nixon,Richard Nixon
Connor Berry,Lisa Simpson
Virginia Hemmings,David Palmer
Vanessa Underwood,Lisa Simpson
Sean Miller,Josiah Bartlet
Simon Alsop,Josiah Bartlet
Keith Paterson,Claire Underwood
Jan Ferguson,Josiah Bartlet
Andrea Morrison,Claire Underwood
Oliver Payne,Claire Underwood
Anna Ferguson,Claire Underwood
Olivia Martin,Claire Underwood
David Chapman,Lisa Simpson
Melanie Tucker,Claire Underwood
Sue McLean,David Palmer
Richard Nixon,Richard Nixon
Amelia Mathis,Lisa Simpson
William Metcalfe,Josiah Bartlet
Lily Bond,David Palmer
Luke Butler,David Palmer
Gavin Wilson,Lisa Simpson
Diana Hill,David Palmer
Ava Wallace,Lisa Simpson
Maria Baker,Lisa Simpson
Alexander Glover,David Palmer
Sophie Morrison,Claire Underwood
Wendy Walsh,Josiah Bartlet
Alexander Hart,Josiah Bartlet
Harry James,Claire Underwood
Thomas Hunter,Claire Underwood
Mary Mills,Josiah Bartlet
Gordon Arnold,David Palmer
Brian Ince,Claire Underwood
Christian Hart,Josiah Bartlet
Victoria Gibson,Lisa Simpson
Sally Wilson,Claire Underwood
Irene Ross,David Palmer
Benjamin Bond,Lisa Simpson
Andrew Sharp,Josiah Bartlet
Sebastian Greene,Claire Underwood
Rachel Miller,Claire Underwood
Gabrielle Rees,Lisa Simpson
Simon Hamilton,David Palmer
Michelle Martin,Josiah Bartlet
Colin Murray,Lisa Simpson
Michelle Springer,Lisa Simpson
Eric Allan,Claire Underwood
Sonia Dyer,Lisa Simpson
Sarah Lawrence,Josiah Bartlet
Oliver Paige,Lisa Simpson
Edward Ferguson,David Palmer
Irene McLean,Josiah Bartlet
Amanda Newman,David Palmer
Karen Hamilton,David Palmer
Yvonne Coleman,Josiah Bartlet
Anna Hardacre,Claire Underwood
Bernadette Walker,Josiah Bartlet
Wanda Tucker,David Palmer
Melanie Arnold,Lisa Simpson
Lisa McGrath,Lisa Simpson
Blake Stewart,Lisa Simpson
Brian Manning,Josiah Bartlet
Eric Rutherford,David Palmer
Christopher Brown,Claire Underwood
Diane Slater,David Palmer
Peter White,Josiah Bartlet
Neil Thomson,Josiah Bartlet
Brandon Clarkson,Lisa Simpson
Katherine Gill,Josiah Bartlet
Claire Ogden,David Palmer
Kylie Harris,David Palmer
Edward Reid,Lisa Simpson
Adam Coleman,David Palmer
Wanda Walsh,Lisa Simpson
Paul Peters,Josiah Bartlet
Sophie Hart,David Palmer
Lillian Lee,Lisa Simpson
Joanne Watson,Claire Underwood
Jason Martin,Josiah Bartlet
Caroline Payne,Josiah Bartlet
Victor Rampling,Claire Underwood
Stephanie Vance,Claire Underwood
Leonard Sharp,David Palmer
Sean Morrison,Josiah Bartlet
Molly Mackay,Lisa Simpson
Vanessa Anderson,David Palmer
Jessica Skinner,Lisa Simpson
Angela Parsons,Josiah Bartlet
Sarah Hudson,Lisa Simpson
Irene Wilson,Lisa Simpson
Paul Nash,Lisa Simpson
Julian Davidson,Lisa Simpson
Rose Glover,Josiah Bartlet
Caroline Metcalfe,David Palmer
Sebastian Sanderson,David Palmer
Julia Murray,Claire Underwood
Julian Short,Claire Underwood
Wendy Short,Claire Underwood
Piers Greene,David Palmer
Samantha Davidson,Lisa Simpson
Keith Campbell,Josiah Bartlet
Sue Smith,Lisa Simpson
Dominic McGrath,Claire Underwood
Ella Ferguson,Claire Underwood
Jessica Forsyth,Lisa Simpson
Edward Dickens,Lisa Simpson
Andrew Hamilton,Josiah Bartlet
Nicola Pullman,Claire Underwood
Joan Greene,Claire Underwood
Adrian White,David Palmer
Owen MacDonald,Lisa Simpson
Dominic Nash,David Palmer
Frank Chapman,Lisa Simpson
Steven Clarkson,Josiah Bartlet
John Taylor,David Palmer
Bella Mathis,Lisa Simpson
Nicola Churchill,Claire Underwood
Deirdre Ellison,David Palmer
Pippa Hart,Josiah Bartlet
Sally Reid,Claire Underwood
Ava Piper,Josiah Bartlet
Nathan Springer,Josiah Bartlet
Ryan Mackay,David Palmer
Angela Walker,David Palmer
Keith Poole,David Palmer
Una Vance,Lisa Simpson
Adam Lambert,Lisa Simpson
Leah Fraser,Josiah Bartlet
Amy Payne,Claire Underwood
Julian MacDonald,David Palmer
Ruth Johnston,Lisa Simpson
Una Cornish,Lisa Simpson
Gabrielle Dyer,David Palmer
Joshua Randall,Claire Underwood
Bella Gray,Claire Underwood
Cameron Rutherford,David Palmer
Joan McLean,Claire Underwood
Brandon Ogden,Lisa Simpson
Gabrielle Terry,Josiah Bartlet
Jan Coleman,Josiah Bartlet
Jack Hardacre,Josiah Bartlet
Gordon Tucker,Lisa Simpson
Richard Nixon,Richard Nixon
Madeleine Welch,Claire Underwood
Emma Ogden,Josiah Bartlet
Piers Kerr,Josiah Bartlet
Wendy Baker,Josiah Bartlet
Joe Roberts,Josiah Bartlet
Ava Gray,Lisa Simpson
Emma Russell,David Palmer
Joshua Murray,David Palmer
Wendy Vaughan,Claire Underwood
Eric James,Claire Underwood
Rachel Taylor,David Palmer
Blake Martin,Josiah Bartlet
Lucas Quinn,Josiah Bartlet
Bernadette Kelly,Lisa Simpson
Kimberly Bower,Josiah Bartlet
Ella Kerr,Josiah Bartlet
Donna Rampling,Josiah Bartlet
Joseph McDonald,Lisa Simpson
Sarah Mills,Claire Underwood
Gabrielle Vaughan,Josiah Bartlet
Cameron Clarkson,Lisa Simpson
Victor Powell,Josiah Bartlet
Tim Lee,Lisa Simpson
Victoria Bailey,Claire Underwood
Jacob McGrath,David Palmer
Irene Churchill,David Palmer
Stephanie Howard,David Palmer
Gavin Arnold,Claire Underwood
Tracey Simpson,Claire Underwood
Warren Bower,Claire Underwood
Kevin Short,Claire Underwood
Jane Clark,David Palmer
Trevor Stewart,Lisa Simpson
Jason Howard,Lisa Simpson
Liam Alsop,David Palmer
Alexandra Poole,Josiah Bartlet
Kimberly Jackson,Lisa Simpson
Richard Nixon,Richard Nixon
Wanda Wilkins,Lisa Simpson
Gavin Allan,Claire Underwood
Jane Alsop,David Palmer
Leah Sutherland,Claire Underwood
Angela Baker,Josiah Bartlet
Samantha Clark,Claire Underwood
Steven Skinner,Lisa Simpson
Sophie Forsyth,Josiah Bartlet
Justin Harris,Claire Underwood
Frank Skinner,Lisa Simpson
Diane McDonald,Josiah Bartlet
Evan Quinn,Claire Underwood
Wanda Dowd,Claire Underwood
Fiona Powell,David Palmer
Theresa Murray,David Palmer
Jessica Springer,Claire Underwood
Olivia Lewis,Josiah Bartlet
Lillian Campbell,Josiah Bartlet
Heather Springer,Josiah Bartlet
Irene Robertson,Claire Underwood
Eric Miller,Claire Underwood
Anne Short,Lisa Simpson
Natalie Bell,David Palmer
Tim Alsop,David Palmer
Alan Hill,David Palmer
Harry Arnold,Lisa Simpson
Jake Sutherland,David Palmer
Irene Scott,David Palmer
Tracey Parr,David Palmer
Bella McGrath,Claire Underwood
Lillian Manning,Josiah Bartlet
Anthony Alsop,David Palmer
Edward Ellison,Josiah Bartlet
Irene Mills,Claire Underwood
Leah Short,Josiah Bartlet
Donna Abraham,David Palmer
Justin Anderson,David Palmer
Richard Nixon,Richard Nixon
Michael Taylor,Lisa Simpson
Warren Sutherland,David Palmer
Amelia Alsop,Josiah Bartlet
Caroline Peters,Lisa Simpson
Dorothy Jackson,Claire Underwood
Brandon Fisher,Claire Underwood
Peter Campbell,Claire Underwood
Katherine Brown,Josiah Bartlet
Liam Randall,Josiah Bartlet
Penelope Morgan,David Palmer
Jessica Mackay,David Palmer
Michelle Graham,David Palmer
Harry Henderson,Claire Underwood
Hannah Wallace,Josiah Bartlet
Joseph Ross,Lisa Simpson
James Berry,David Palmer
Elizabeth Burgess,Claire Underwood
Stephanie Hudson,David Palmer
Stewart Clarkson,Lisa Simpson
Dylan Mackenzie,David Palmer
Katherine Payne,Claire Underwood
Andrea Thomson,David Palmer
Diane Hart,Lisa Simpson
Rebecca Mathis,David Palmer
Katherine Glover,Claire Underwood
Richard Nixon,Richard Nixon
Charles Ball,Josiah Bartlet
Natalie Avery,Claire Underwood
Yvonne Ball,David Palmer
Emily Bell,David Palmer
Sam Walsh,Lisa Simpson
John Watson,Claire Underwood
Boris MacDonald,David Palmer
Amanda McLean,David Palmer
Diana Ross,Lisa Simpson
Rose Lewis,David Palmer
Lily Clark,Josiah Bartlet
Richard Chapman,Claire Underwood
Ava Lawrence,Lisa Simpson
Liam Butler,David Palmer
Ella Watson,Lisa Simpson
Blake Poole,David Palmer
Carol Metcalfe,Claire Underwood
Benjamin Randall,Josiah Bartlet
Liam Pullman,Lisa Simpson
Trevor Black,Lisa Simpson
Lily Lambert,Josiah Bartlet
Sally Sanderson,David Palmer
Jason Abraham,David Palmer
Jonathan Thomson,Claire Underwood
Yvonne Rees,David Palmer
Christopher Young,Lisa Simpson
Michelle Metcalfe,David Palmer
Madeleine White,Lisa Simpson
Alexandra Newman,Lisa Simpson
Carolyn Sanderson,Claire Underwood
Owen Allan,David Palmer
Benjamin McDonald,Josiah Bartlet
Faith Ogden,David Palmer
Harry Coleman,Lisa Simpson
Diana Carr,David Palmer
Brandon Terry,David Palmer
Diana Hemmings,Claire Underwood
Piers Clarkson,Lisa Simpson
Cameron Bailey,Lisa Simpson
Victoria Mathis,David Palmer
Victoria Randall,Josiah Bartlet
Richard Nixon,Richard Nixon
Paul Churchill,Josiah Bartlet
Molly MacLeod,Josiah Bartlet
James Rees,Josiah Bartlet
Steven Watson,David Palmer
Colin Morrison,Lisa Simpson
Nicola Mackay,Claire Underwood
Frank Sanderson,Josiah Bartlet
Max Murray,Josiah Bartlet
Una Slater,Claire Underwood
Joan Burgess,Josiah Bartlet
Frank Slater,David Palmer
William May,Josiah Bartlet
Christopher Watson,Claire Underwood
Emily Hunter,Josiah Bartlet
Kevin Slater,Claire Underwood
Madeleine May,Claire Underwood
Leonard Chapman,David Palmer
Sophie Manning,David Palmer
Kevin White,David Palmer
Frank Hardacre,Josiah Bartlet
Stephen Alsop,Lisa Simpson
Julian Buckland,Claire Underwood
Heather Knox,Claire Underwood
Dylan Paige,Lisa Simpson
John Jackson,Josiah Bartlet
Bella Martin,Lisa Simpson
Joshua Poole,David Palmer
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Steven Young,Lisa Simpson
Max Lewis,Lisa Simpson
Matt Abraham,Lisa Simpson
Matt Hemmings,Josiah Bartlet
Sam Oliver,Lisa Simpson
Emily Thomson,Josiah Bartlet
Fiona Arnold,David Palmer
William Ball,David Palmer
Jan Simpson,Josiah Bartlet
Alexander Cameron,Josiah Bartlet
Olivia Rampling,Claire Underwood
Yvonne Terry,David Palmer
Emma McLean,Claire Underwood
Keith Morgan,Lisa Simpson
Michael Kelly,Lisa Simpson
Virginia Walker,Lisa Simpson
Yvonne Roberts,David Palmer
Lily Hardacre,Lisa Simpson
Gabrielle Mathis,David Palmer
Stewart Morgan,Josiah Bartlet
Claire Quinn,David Palmer
Molly Grant,Lisa Simpson
Mary Quinn,Claire Underwood
Lucas Burgess,Claire Underwood
Wendy Ball,Lisa Simpson
Joan Thomson,Josiah Bartlet
Olivia Nash,David Palmer
Julia Gill,Lisa Simpson
Rebecca Miller,David Palmer
Alexander Turner,David Palmer
Connor Hemmings,David Palmer
Deirdre Poole,David Palmer
William Thomson,Josiah Bartlet
Paul Hughes,David Palmer
Andrea Nolan,Claire Underwood
Emma Short,Josiah Bartlet
Harry Bell,David Palmer
Madeleine Skinner,Josiah Bartlet
Frank Fisher,Claire Underwood
Paul Watson,Claire Underwood
Richard Nixon,Richard Nixon
Adrian Henderson,Josiah Bartlet
Anthony Nash,David Palmer
Audrey King,Lisa Simpson
Heather Lawrence,Lisa Simpson
Harry Randall,David Palmer
Sue Gray,Lisa Simpson
Sally Duncan,Lisa Simpson
Ruth Hardacre,Lisa Simpson
Natalie Baker,Lisa Simpson
Liam Short,David Palmer
Heather Alsop,Lisa Simpson
Gavin Rampling,David Palmer
Emma James,David Palmer
Edward Miller,Claire Underwood
Sally Fisher,Josiah Bartlet
Peter Oliver,David Palmer
Sean Wilson,Lisa Simpson
Leonard Allan,David Palmer
Gordon Mitchell,Josiah Bartlet
Carl Jackson,Josiah Bartlet
Bernadette Young,Lisa Simpson
Fiona Dyer,Claire Underwood
Joseph Gill,Claire Underwood
Donna Hemmings,Josiah Bartlet
Richard Nixon,Richard Nixon
Tracey Hughes,Lisa Simpson
Joe Poole,Josiah Bartlet
Dan Mackay,David Palmer
Alexandra Walsh,David Palmer
Amanda Poole,David Palmer
Charles Abraham,Josiah Bartlet
Liam Grant,Josiah Bartlet
Dylan Allan,Claire Underwood
Rachel Arnold,Claire Underwood
Frank Paterson,Josiah Bartlet
Frank Robertson,Claire Underwood
Ian Mills,Lisa Simpson
Katherine Smith,Lisa Simpson
Gavin Bower,David Palmer
Jan Bell,Lisa Simpson
Jonathan Mills,Lisa Simpson
Joanne Black,Lisa Simpson
Stephen Stewart,Lisa Simpson
Sophie Ross,Josiah Bartlet
Bernadette Sanderson,Josiah Bartlet
Diane Scott,David Palmer
Gavin Hunter,David Palmer
Dorothy White,Claire Underwood
Joanne Hardacre,David Palmer
Jan Hart,Lisa Simpson
Ryan Ellison,Lisa Simpson
Carolyn Ince,Claire Underwood
Stephanie Wright,Claire Underwood
Michael Paige,David Palmer
Christian Cameron,Josiah Bartlet
Claire Welch,Lisa Simpson
Jake Welch,David Palmer
Sarah Metcalfe,David Palmer
Emma Powell,Josiah Bartlet
Andrea Oliver,Lisa Simpson
Sophie Bailey,Lisa Simpson
Nicholas MacDonald,David Palmer
Jennifer Kerr,Josiah Bartlet
Wendy Mitchell,David Palmer
Neil Manning,Lisa Simpson
Lucas Kelly,Josiah Bartlet
Christian Clark,Josiah Bartlet
Hannah Hart,Lisa Simpson
Rachel Hudson,Josiah Bartlet
Kylie Kelly,Claire Underwood
Austin Anderson,Lisa Simpson
Eric Black,Josiah Bartlet
Fiona Morrison,David Palmer
Charles Bell,Claire Underwood
Robert Wallace,David Palmer
Robert Ellison,Claire Underwood
Matt Mackay,Josiah Bartlet
Paul Anderson,Claire Underwood
Una Brown,David Palmer
Andrew Terry,Claire Underwood
Sarah Rampling,Claire Underwood
Richard Nixon,Richard Nixon
Natalie Terry,Josiah Bartlet
Rebecca Edmunds,Josiah Bartlet
Joshua MacDonald,David Palmer
James Powell,Claire Underwood
Colin MacLeod,David Palmer
Justin Black,Josiah Bartlet
Alexander Sutherland,Josiah Bartlet
Joan Turner,Lisa Simpson
Blake Lambert,David Palmer
Matt Turner,Josiah Bartlet
Lillian MacLeod,Lisa Simpson
Anna Skinner,Lisa Simpson
Samantha Skinner,David Palmer
Victor Lambert,David Palmer
Chloe Powell,Lisa Simpson
Liam Mills,Claire Underwood
Keith Parsons,David Palmer
Ella Hill,Lisa Simpson
Austin Underwood,Lisa Simpson
Edward Bell,Josiah Bartlet
Phil Rees,Claire Underwood
Kimberly May,Lisa Simpson
Jennifer Hodges,Claire Underwood
Colin Simpson,David Palmer
Michelle Howard,David Palmer
Ava Ellison,David Palmer
Abigail Welch,Claire Underwood
Jasmine Manning,Josiah Bartlet
Jan Vaughan,Claire Underwood
Jason Baker,David Palmer
Anna Davidson,Claire Underwood
Anthony Davidson,Lisa Simpson
Lily Ball,Claire Underwood
Ryan Brown,Josiah Bartlet
Phil Cornish,Claire Underwood
Donna Watson,Josiah Bartlet
Brandon Bell,David Palmer
Piers Cornish,Lisa Simpson
Joe Gray,Josiah Bartlet
Olivia Miller,Lisa Simpson
Rachel Baker,Josiah Bartlet
Pippa Hudson,Lisa Simpson
Tim Ogden,Claire Underwood
Thomas Powell,Claire Underwood
Alexander Dickens,David Palmer
Benjamin Davidson,Claire Underwood
Brian Rampling,Josiah Bartlet
Nicola Howard,Lisa Simpson
Rebecca Dickens,David Palmer
Amy Anderson,Josiah Bartlet
Megan Burgess,Lisa Simpson
Keith Fraser,Josiah Bartlet
Jason Blake,Josiah Bartlet
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Wendy Graham,Claire Underwood
Thomas Wilson,Claire Underwood
Audrey Wright,David Palmer
Christian Wilkins,Lisa Simpson
Connor Hamilton,David Palmer
Deirdre Churchill,Claire Underwood
Bernadette Gray,Claire Underwood
Benjamin Brown,Lisa Simpson
Michael Campbell,David Palmer
Benjamin Taylor,Claire Underwood
Katherine Lee,David Palmer
Stephen Ellison,David Palmer
Lucas Glover,David Palmer
Rose Poole,Claire Underwood
Stephanie McDonald,Lisa Simpson
Molly Hart,David Palmer
Victor Churchill,Claire Underwood
Abigail Sanderson,Claire Underwood
Diana Gray,Claire Underwood
Oliver Robertson,Claire Underwood
Gordon MacLeod,David Palmer
Wanda Henderson,David Palmer
Thomas Arnold,Josiah Bartlet
Justin Rees,Josiah Bartlet
Karen Skinner,Claire Underwood
Kimberly Terry,Lisa Simpson
Connor Hardacre,Claire Underwood
Dan Hemmings,Claire Underwood
Emma Rampling,Lisa Simpson
Cameron Parsons,Lisa Simpson
Melanie Mackenzie,Lisa Simpson
Steven Howard,Claire Underwood
Emily Mackay,Claire Underwood
Joshua Hunter,David Palmer
Kimberly Johnston,Claire Underwood
Steven Burgess,Josiah Bartlet
Tim Kerr,Lisa Simpson
Victoria White,David Palmer
Adam Black,Lisa Simpson
Caroline Fraser,David Palmer
Donna Sharp,Josiah Bartlet
Harry Ferguson,David Palmer
Sophie Taylor,Lisa Simpson
Nicholas Wallace,Claire Underwood
Penelope Johnston,Josiah Bartlet
Pippa Cameron,Claire Underwood
Jacob Underwood,Josiah Bartlet
John Morgan,Lisa Simpson
Oliver Ince,David Palmer
Joe Carr,Lisa Simpson
Peter Anderson,Claire Underwood
Michelle North,Lisa Simpson
Thomas Allan,Josiah Bartlet
Sam Young,Claire Underwood
Richard Nixon,Richard Nixon
Richard Nixon,Richard Nixon
Hannah White,Josiah Bartlet
Andrew Murray,Lisa Simpson
Nathan Brown,Claire Underwood
Owen Clark,Claire Underwood
Justin Short,Claire Underwood
Audrey Vance,Claire Underwood
Evan Parsons,Claire Underwood
Joseph McLean,David Palmer
Anna Randall,David Palmer
Jessica Berry,Josiah Bartlet
Max May,Lisa Simpson
Eric Martin,Lisa Simpson
Piers Mackenzie,David Palmer
James Bell,Lisa Simpson
Jane Hughes,David Palmer
Sebastian Ogden,David Palmer
Amy Morgan,Josiah Bartlet
Joseph Peters,David Palmer
Colin Scott,Lisa Simpson
Paul King,Josiah Bartlet
Tracey Bell,Josiah Bartlet
Jasmine North,Lisa Simpson
Carl Grant,Lisa Simpson
Heather MacLeod,Josiah Bartlet
Bella Lawrence,Lisa Simpson
Matt Murray,David Palmer
Joan Short,Josiah Bartlet
Grace Short,David Palmer
Amanda Turner,David Palmer
Eric North,David Palmer
Claire Wright,Josiah Bartlet
Trevor Vance,David Palmer
Wendy Davies,Josiah Bartlet
Dan Lee,Lisa Simpson
Simon Sanderson,Josiah Bartlet
Frank Gray,Lisa Simpson
Hannah McLean,Claire Underwood
Phil Brown,Lisa Simpson
Joshua Bond,David Palmer
Nathan Gill,Josiah Bartlet
Jason Wright,Josiah Bartlet
Pippa Walker,Josiah Bartlet
Diana Nash,Josiah Bartlet
Richard Nixon,Richard Nixon
Jane Hunter,David Palmer
Austin Davies,Josiah Bartlet
Lisa MacLeod,David Palmer
Kevin Hunter,Lisa Simpson
Nicola Bower,David Palmer
Sophie Grant,Lisa Simpson
Matt Powell,Claire Underwood
Jonathan Hamilton,David Palmer
Jasmine Peake,Josiah Bartlet
Dylan Coleman,Claire Underwood
Karen Manning,David Palmer
Stephanie Sutherland,David Palmer
Karen Hart,Claire Underwood
Claire Hardacre,Claire Underwood
Irene Paige,David Palmer
Megan Graham,Josiah Bartlet
Hannah Gibson,Josiah Bartlet
Jan Morrison,Lisa Simpson
Jane Nash,David Palmer
Amy Wright,Claire Underwood
Gabrielle Lambert,Josiah Bartlet
Leah Glover,David Palmer
Leah Ogden,Lisa Simpson
Una Gill,Lisa Simpson
Richard Nixon,Richard Nixon
Cameron Butler,Josiah Bartlet
Bernadette Greene,Claire Underwood
Dominic White,David Palmer
Sophie Knox,Josiah Bartlet
Yvonne King,Lisa Simpson
Owen Mackenzie,Claire Underwood
Frank Wilson,David Palmer
Olivia Forsyth,David Palmer
Faith Ball,Claire Underwood
Karen Allan,Lisa Simpson
Jane Coleman,Josiah Bartlet
Richard Nixon,Richard Nixon
Rachel Hart,Josiah Bartlet
Keith Vaughan,Lisa Simpson
Jennifer Parsons,Lisa Simpson
Blake Jackson,Claire Underwood
Dylan Kerr,Lisa Simpson
Cameron Payne,Claire Underwood
Jason Grant,Lisa Simpson
Matt Quinn,David Palmer
Madeleine Smith,David Palmer
Peter Morgan,Claire Underwood
Ella Piper,Lisa Simpson
Penelope Lambert,David Palmer
Anne Baker,Lisa Simpson
Katherine Dickens,Claire Underwood
Bernadette Cameron,Lisa Simpson
Anne Reid,David Palmer
Una Pullman,Lisa Simpson
Olivia Lyman,Josiah Bartlet
Alexander Roberts,David Palmer
Mary Bailey,Lisa Simpson
Isaac Jones,David Palmer
Jennifer Jones,Josiah Bartlet
Angela Walsh,Josiah Bartlet
Adrian Dyer,Claire Underwood
Joe Wilkins,Lisa Simpson
Kylie Scott,Lisa Simpson
Dominic Manning,Lisa Simpson
Paul Hamilton,David Palmer
Leah Harris,Claire Underwood
Paul Parr,Lisa Simpson
Abigail Cameron,Claire Underwood
Lauren Mills,Claire Underwood
Lucas Rees,Claire Underwood
Rachel Edmunds,Claire Underwood
Carolyn Clark,David Palmer
Emma Jones,Claire Underwood
Vanessa Kelly,David Palmer
Dorothy Watson,David Palmer
Isaac Slater,Josiah Bartlet
Justin Allan,Claire Underwood
Nicholas Jones,Josiah Bartlet
Jonathan Morrison,Lisa Simpson
Madeleine Churchill,Josiah Bartlet
Zoe Martin,Lisa Simpson
Andrew Black,Claire Underwood
Paul McDonald,Josiah Bartlet
Joanne Henderson,David Palmer
Amanda Underwood,Claire Underwood
Victoria Thomson,David Palmer
Stephen Hughes,Lisa Simpson
Jake Parsons,David Palmer
Lucas Greene,Claire Underwood
Lisa King,Lisa Simpson
Sarah Russell,Claire Underwood
Melanie Clarkson,David Palmer
Penelope Thomson,Lisa Simpson
Colin Kelly,Claire Underwood
Donna McGrath,David Palmer
Sebastian Pullman,David Palmer
Adrian Poole,Josiah Bartlet
Adam Alsop,Josiah Bartlet
Virginia McGrath,Lisa Simpson
Carl Watson,Lisa Simpson
Tracey Paterson,Lisa Simpson
Cameron Martin,Claire Underwood
Alan MacDonald,David Palmer
Harry Bailey,Claire Underwood
Sally Roberts,Lisa Simpson
Matt Vance,Claire Underwood
Justin Abraham,Lisa Simpson
Mary White,Claire Underwood
Connor North,Lisa Simpson
Sally Wright,Lisa Simpson
Steven Grant,Lisa Simpson
Bella Paterson,Lisa Simpson
Jacob White,Claire Underwood
Dominic Mackenzie,Josiah Bartlet
Carl Howard,David Palmer
Lisa Burgess,Josiah Bartlet
Diana Buckland,David Palmer
Gordon Forsyth,Josiah Bartlet
Steven Ross,Claire Underwood
Sue Ellison,Josiah Bartlet
Madeleine Reid,Josiah Bartlet
Adrian Roberts,David Palmer
Dorothy Chapman,Claire Underwood
Amanda Alsop,Josiah Bartlet
